Meanint	Meaning_ID	Word	List1	List2	Similarity
the maize/corn	77	гьабижай	{'гьабижай'}	{'ажибулда', 'гьяджидяхин', 'хьаьжк1а', 'гъажибугъда', 'гьяджиндяхин', 'гьяжилач1и', 'гьаджибугъда', 'гьяджибухда', 'гьяжидяхин', 'х1еч1инк1а', 'гьеджинк1а', 'гьажибугъда', 'гьабижай', 'х1еч1къир', 'х1ажилач1и', 'а1джибугъда', 'хIаджибугъда', 'гъаджибугъда', 'хаджбугъда', 'хъаджибугъда', 'х1еч1ч1инк1а', 'хаджибугъда', 'гьяджбугъда', 'хIеджибугъда', 'гьяжибугъда', 'гъяжибугъда', 'гьяжилаъач1и', 'гьяджибугъда'}	DIFFERENT
the maize/corn	77	гьяджидяхин	{'гьяджиндяхин', 'гьяджидяхин', 'гьяжидяхин'}	{'ажибулда', 'гьяджидяхин', 'хьаьжк1а', 'гъажибугъда', 'гьяджиндяхин', 'гьяжилач1и', 'гьаджибугъда', 'гьяджибухда', 'гьяжидяхин', 'х1еч1инк1а', 'гьеджинк1а', 'гьажибугъда', 'гьабижай', 'х1еч1къир', 'х1ажилач1и', 'а1джибугъда', 'хIаджибугъда', 'гъаджибугъда', 'хаджбугъда', 'хъаджибугъда', 'х1еч1ч1инк1а', 'хаджибугъда', 'гьяджбугъда', 'хIеджибугъда', 'гьяжибугъда', 'гъяжибугъда', 'гьяжилаъач1и', 'гьяджибугъда'}	DIFFERENT
the maize/corn	77	гьяжилач1и	{'гьяжилач1и', 'гьяжилаъач1и'}	{'ажибулда', 'гьяджидяхин', 'хьаьжк1а', 'гъажибугъда', 'гьяджиндяхин', 'гьяжилач1и', 'гьаджибугъда', 'гьяджибухда', 'гьяжидяхин', 'х1еч1инк1а', 'гьеджинк1а', 'гьажибугъда', 'гьабижай', 'х1еч1къир', 'х1ажилач1и', 'а1джибугъда', 'хIаджибугъда', 'гъаджибугъда', 'хаджбугъда', 'хъаджибугъда', 'х1еч1ч1инк1а', 'хаджибугъда', 'гьяджбугъда', 'хIеджибугъда', 'гьяжибугъда', 'гъяжибугъда', 'гьяжилаъач1и', 'гьяджибугъда'}	DIFFERENT
the maize/corn	77	каргъаделле	{'каргъаделле', 'къаргъудели', 'каргъидалы', 'qarğıdalı', 'каргъудали', 'qarğıdəlı', 'къаргьдали', 'къаргъудали', 'къаргъадалай', 'qardalı', 'къаргъадалый', 'къаргъадали'}	{'каргъаделле', 'къаргъудели', 'каргъидалы', 'каргъудали', 'къаргьдали', 'къаргъудали', 'къаргъадалай', 'къаргъадалый', 'къаргъадали'}	DIFFERENT
the maize/corn	77	х1ажилач1и	{'х1ажилач1и'}	{'ажибулда', 'гьяджидяхин', 'хьаьжк1а', 'гъажибугъда', 'гьяджиндяхин', 'гьяжилач1и', 'гьаджибугъда', 'гьяджибухда', 'гьяжидяхин', 'х1еч1инк1а', 'гьеджинк1а', 'гьажибугъда', 'гьабижай', 'х1еч1къир', 'х1ажилач1и', 'а1джибугъда', 'хIаджибугъда', 'гъаджибугъда', 'хаджбугъда', 'хъаджибугъда', 'х1еч1ч1инк1а', 'хаджибугъда', 'гьяджбугъда', 'хIеджибугъда', 'гьяжибугъда', 'гъяжибугъда', 'гьяжилаъач1и', 'гьяджибугъда'}	DIFFERENT
the maize/corn	77	х1еч1инк1а	{'х1еч1инк1а'}	{'ажибулда', 'гьяджидяхин', 'хьаьжк1а', 'гъажибугъда', 'гьяджиндяхин', 'гьяжилач1и', 'гьаджибугъда', 'гьяджибухда', 'гьяжидяхин', 'х1еч1инк1а', 'гьеджинк1а', 'гьажибугъда', 'гьабижай', 'х1еч1къир', 'х1ажилач1и', 'а1джибугъда', 'хIаджибугъда', 'гъаджибугъда', 'хаджбугъда', 'хъаджибугъда', 'х1еч1ч1инк1а', 'хаджибугъда', 'гьяджбугъда', 'хIеджибугъда', 'гьяжибугъда', 'гъяжибугъда', 'гьяжилаъач1и', 'гьяджибугъда'}	DIFFERENT
the maize/corn	77	х1еч1къир	{'х1еч1къир'}	{'ажибулда', 'гьяджидяхин', 'хьаьжк1а', 'гъажибугъда', 'гьяджиндяхин', 'гьяжилач1и', 'гьаджибугъда', 'гьяджибухда', 'гьяжидяхин', 'х1еч1инк1а', 'гьеджинк1а', 'гьажибугъда', 'гьабижай', 'х1еч1къир', 'х1ажилач1и', 'а1джибугъда', 'хIаджибугъда', 'гъаджибугъда', 'хаджбугъда', 'хъаджибугъда', 'х1еч1ч1инк1а', 'хаджибугъда', 'гьяджбугъда', 'хIеджибугъда', 'гьяжибугъда', 'гъяжибугъда', 'гьяжилаъач1и', 'гьяджибугъда'}	DIFFERENT
the maize/corn	77	х1еч1ч1инк1а	{'х1еч1ч1инк1а'}	{'ажибулда', 'гьяджидяхин', 'хьаьжк1а', 'гъажибугъда', 'гьяджиндяхин', 'гьяжилач1и', 'гьаджибугъда', 'гьяджибухда', 'гьяжидяхин', 'х1еч1инк1а', 'гьеджинк1а', 'гьажибугъда', 'гьабижай', 'х1еч1къир', 'х1ажилач1и', 'а1джибугъда', 'хIаджибугъда', 'гъаджибугъда', 'хаджбугъда', 'хъаджибугъда', 'х1еч1ч1инк1а', 'хаджибугъда', 'гьяджбугъда', 'хIеджибугъда', 'гьяжибугъда', 'гъяжибугъда', 'гьяжилаъач1и', 'гьяджибугъда'}	DIFFERENT
the maize/corn	77	хьаьжк1а	{'хьаьжк1а'}	{'ажибулда', 'гьяджидяхин', 'хьаьжк1а', 'гъажибугъда', 'гьяджиндяхин', 'гьяжилач1и', 'гьаджибугъда', 'гьяджибухда', 'гьяжидяхин', 'х1еч1инк1а', 'гьеджинк1а', 'гьажибугъда', 'гьабижай', 'х1еч1къир', 'х1ажилач1и', 'а1джибугъда', 'хIаджибугъда', 'гъаджибугъда', 'хаджбугъда', 'хъаджибугъда', 'х1еч1ч1инк1а', 'хаджибугъда', 'гьяджбугъда', 'хIеджибугъда', 'гьяжибугъда', 'гъяжибугъда', 'гьяжилаъач1и', 'гьяджибугъда'}	DIFFERENT
the melon	79	-bozeh	{'-bozeh', '-moozeh'}	{'-bozeh'}	DIFFERENT
the melon	79	-moozeh	{'-bozeh', '-moozeh'}	{'-moozeh'}	DIFFERENT
the melon	79	ГАТУН	{'ГАТУН'}	{'гатун хали', 'ГАТУН', 'ХАЛИ'}	DIFFERENT
the melon	79	гатун хали	{'гатун хали'}	{'гатун хали', 'ГАТУН', 'ХАЛИ'}	DIFFERENT
the melon	79	говун	{'говун'}	{'къавум', 'къовум', 'къавым', 'кавым', 'овум', 'КЪАВУМ', 'хъавум', 'кавын', 'къавын', 'къавун', 'говун'}	DIFFERENT
the melon	79	гъаре хумурзак	{'гьару хурзумак', 'гъаре хумурзак'}	{'хьаранхорзумаг', 'хьаюн хурдзумаг', 'хьаюн хурдзумага', 'хару хурзумаг', 'хьая хурдзумага', 'хадан хумурзак', 'хьари хурзумаг', 'хьари-хьурзумаг', 'хьару хурдзумаг', 'хьаду хумурзаг', 'хару хумурзаг', 'хьаян хурдзумаг', 'харам хурзмаг', 'гьару хурзумак', 'хьадан хумурзаг', 'гъаре хумурзак'}	DIFFERENT
the melon	79	кавым	{'къавум', 'къовум', 'къавым', 'кавым', 'КЪАВУМ', 'хъавум', 'кавын', 'къавын', 'къавун', 'овум'}	{'къавум', 'къовум', 'къавым', 'кавым', 'овум', 'КЪАВУМ', 'хъавум', 'кавын', 'къавын', 'къавун', 'говун'}	DIFFERENT
the melon	79	хадан хумурзак	{'хьаранхорзумаг', 'хьаюн хурдзумаг', 'хьаюн хурдзумага', 'хару хурзумаг', 'хьая хурдзумага', 'хадан хумурзак', 'хьари хурзумаг', 'хьари-хьурзумаг', 'хьару хурдзумаг', 'хьаду хумурзаг', 'хару хумурзаг', 'хьаян хурдзумаг', 'харам хурзмаг', 'хьадан хумурзаг'}	{'хьаранхорзумаг', 'хьаюн хурдзумаг', 'хьаюн хурдзумага', 'хару хурзумаг', 'хьая хурдзумага', 'хадан хумурзак', 'хьари хурзумаг', 'хьари-хьурзумаг', 'хьару хурдзумаг', 'хьаду хумурзаг', 'хару хумурзаг', 'хьаян хурдзумаг', 'харам хурзмаг', 'гьару хурзумак', 'хьадан хумурзаг', 'гъаре хумурзак'}	DIFFERENT
the melon	79	ХАЛИ	{'ХАЛИ'}	{'гатун хали', 'ГАТУН', 'ХАЛИ'}	DIFFERENT
the mirror	80	1агв	{'1агв', '1егв', 'Iегв'}	{'1агв', 'агъ', '1егв', 'Iегв'}	DIFFERENT
the mirror	80	abgeeneh	{'ayeneh', 'abgeeneh', 'айна'}	{'ayeneh', 'abgeeneh'}	DIFFERENT
the mirror	80	güzgi	{'güzgü', 'güzgi'}	{'гюзге', 'гуьз', 'гюзгю', 'güzgi', 'лигру гюгзги', 'лигъру гюзги', 'гизги', 'гузге', 'гюзги', 'güzgü', 'гуьзги', 'гузги', 'гуьзгуь', 'ГУЬЗГУЬ'}	DIFFERENT
the mirror	80	merat	{'merat', "mir'aah", 'mirayah(dial.)'}	{'merat'}	DIFFERENT
the mirror	80	mir'aah	{'merat', "mir'aah", 'mirayah(dial.)'}	{'mirayah(dial.)', "mir'aah"}	DIFFERENT
the mirror	80	агъ	{'агъ'}	{'1агв', 'агъ', '1егв', 'Iегв'}	DIFFERENT
the mirror	80	айна	{'ayeneh', 'abgeeneh', 'айна'}	{'айна'}	DIFFERENT
the mirror	80	гизги	{'гюзге', 'гуьз', 'гюзгю', 'лигру гюгзги', 'лигъру гюзги', 'куьзга', 'гизги', 'гузге', 'гюзги', 'гьинни гьалч1иня мат1у', 'гуьзги', 'гузги', 'гуьзгуь', 'ГУЬЗГУЬ'}	{'гюзге', 'гуьз', 'гюзгю', 'güzgi', 'лигру гюгзги', 'лигъру гюзги', 'гизги', 'гузге', 'гюзги', 'güzgü', 'гуьзги', 'гузги', 'гуьзгуь', 'ГУЬЗГУЬ'}	DIFFERENT
the mirror	80	гьинни гьалч1иня мат1у	{'гюзге', 'гуьз', 'гюзгю', 'лигру гюгзги', 'лигъру гюзги', 'куьзга', 'гизги', 'гузге', 'гюзги', 'гьинни гьалч1иня мат1у', 'гуьзги', 'гузги', 'гуьзгуь', 'ГУЬЗГУЬ'}		NOT IN LIST 2
the mirror	80	куьзга	{'гюзге', 'гуьз', 'гюзгю', 'лигру гюгзги', 'лигъру гюзги', 'куьзга', 'гизги', 'гузге', 'гюзги', 'гьинни гьалч1иня мат1у', 'гуьзги', 'гузги', 'гуьзгуь', 'ГУЬЗГУЬ'}	{'куьзга'}	DIFFERENT
the money	81	pool	{'ПУЛ', 'пыль', 'пул', 'puli', 'пыл', 'pool', 'pul'}	{'ПУЛ', 'пул', 'puli', 'pool', 'pul'}	DIFFERENT
the money	81	акъча	{'акъча'}	{'ачи', 'ахч', 'акъча'}	DIFFERENT
the money	81	ахч	{'ахч'}	{'ачи', 'ахч', 'акъча'}	DIFFERENT
the money	81	ачи	{'ачи'}	{'ачи', 'ахч', 'акъча'}	DIFFERENT
the money	81	пыл	{'ПУЛ', 'пыль', 'пул', 'puli', 'пыл', 'pool', 'pul'}	{'пыль', 'пыл'}	DIFFERENT
the money	81	шегьибиыр	{'шийбыр', 'шийибыр', 'шиибу', 'шегьибиыр'}	{'шийбыр', 'шийибыр', 'шегьибиыр'}	DIFFERENT
the money	81	шиибу	{'шийбыр', 'шийибыр', 'шиибу', 'шегьибиыр'}	{'шиибу'}	DIFFERENT
the mortar(2)	82	eheng	{'eheng', 'эхеньгъ', 'эхэньк', 'эхъенг', 'эхенг'}	{'eheng', 'егьенг раствори', 'эхеньгъ', 'эхэньк', 'эхъенг', 'эхенг'}	DIFFERENT
the mortar(2)	82	k'ir	{"k'ir", 'кир', "k'iri"}	{'к1ер', 'кир', 'кирач', 'киредж', '*кираж', 'кереж', 'kirəc', 'kirac', 'киречли', 'киражи', "k'ir", 'кирож', 'киреж', 'кираз', 'kiraz', 'kirəc podtv', 'кираж', "k'iri", 'кредж', 'кирадж'}	DIFFERENT
the mortar(2)	82	kirac	{'кирач', 'киредж', 'киражи', 'кереж', 'киреж', 'kiraz', 'кирадж', 'kirəc podtv', 'кредж', 'киреж(нп)', 'kirac', 'кираж', 'кирож', 'кираз', 'kirəc', 'киречли'}	{'к1ер', 'кир', 'кирач', 'киредж', '*кираж', 'кереж', 'kirəc', 'kirac', 'киречли', 'киражи', "k'ir", 'кирож', 'киреж', 'кираз', 'kiraz', 'kirəc podtv', 'кираж', "k'iri", 'кредж', 'кирадж'}	DIFFERENT
the mortar(2)	82	бергъолъиб гач	{'ГАЧ', 'бергъолъиб гач', 'гаче', 'гачил', 'гачи', 'гач', 'гачилъи лълъени'}	{'гьак', 'бергъолъиб гач', 'гьак подтвердил', 'гьяк'}	DIFFERENT
the mortar(2)	82	билъилаледу	{'билъилаледу'}	{'известь', 'известковый раствор', 'билъилаледу'}	DIFFERENT
the mortar(2)	82	гач	{'ГАЧ', 'бергъолъиб гач', 'гаче', 'гачил', 'гачи', 'гач', 'гачилъи лълъени'}	{'ГАЧ', 'гаче', 'гачил', 'гачи', 'гач', 'гачилъи лълъени'}	DIFFERENT
the mortar(2)	82	гьак	{'гьак', 'гьак подтвердил', 'гьяк'}	{'гьак', 'бергъолъиб гач', 'гьак подтвердил', 'гьяк'}	DIFFERENT
the mortar(2)	82	егьенг раствори	{'егьенг раствори'}	{'eheng', 'егьенг раствори', 'эхеньгъ', 'эхэньк', 'эхъенг', 'эхенг'}	DIFFERENT
the mortar(2)	82	известковый раствор	{'известь', 'известковый раствор', 'раствор'}	{'известь', 'известковый раствор', 'билъилаледу'}	DIFFERENT
the mortar(2)	82	к1ер	{'к1ер'}	{'к1ер', 'кир', 'кирач', 'киредж', '*кираж', 'кереж', 'kirəc', 'kirac', 'киречли', 'киражи', "k'ir", 'кирож', 'киреж', 'кираз', 'kiraz', 'kirəc podtv', 'кираж', "k'iri", 'кредж', 'кирадж'}	DIFFERENT
the mortar(2)	82	киреж(нп)	{'кирач', 'киредж', 'киражи', 'кереж', 'киреж', 'kiraz', 'кирадж', 'kirəc podtv', 'кредж', 'киреж(нп)', 'kirac', 'кираж', 'кирож', 'кираз', 'kirəc', 'киречли'}		NOT IN LIST 2
the mortar(2)	82	раствор	{'известь', 'известковый раствор', 'раствор'}	{'раствор'}	DIFFERENT
the mortar(2)	82	суаргь	{'суаргь'}	{'суаргь', 'сув', 'сугъат', 'сугъат1'}	DIFFERENT
the mortar(2)	82	сув	{'сув'}	{'суаргь', 'сув', 'сугъат', 'сугъат1'}	DIFFERENT
the mortar(2)	82	сугъат	{'сугъат', 'сугъат1'}	{'суаргь', 'сув', 'сугъат', 'сугъат1'}	DIFFERENT
the mule	83	ghater	{"q'atiri", 'кьатиб', 'гьятил', 'КЪАТИР', 'къачил', 'гъятир', 'къатил', 'къятир', 'qatır', 'гъатир', 'къатир подтвердил', 'ghater', 'гъатиль', 'къачыр', 'къатир', 'кхатир', "q'atir", 'Муса: хъатир', 'q(g)atır', 'къатыр', 'кьатир'}	{"q'atiri", 'кьатиб', 'ккъати', 'гьятил', 'КЪАТИР', 'къачил', 'гъятир', 'къатил', 'къятир', 'qatır', 'гъатир', 'къатир подтвердил', 'ghater', 'гъатиль', 'къачыр', 'къатир', 'кхатир', "q'atir", 'Муса: хъатир', 'q(g)atır', 'къатыр', '*къатир', 'кьатир'}	DIFFERENT
the mule	83	q'urc'em	{"q'urc'em", 'къгурц1им', 'х1орцин', 'г1урц1им', 'гIорцIен', 'гьурцIум', 'г1урц1ина', 'гурц1им', 'г1урц1иня', 'г1урц1ен', 'хьойц1он'}	{"q'urc'em", 'къгурц1им', 'къерец1ни', 'х1орцин', 'г1урц1им', 'гIорцIен', 'гьурцIум', 'КЪВЕРÉЦIНИ', 'г1урц1ина', 'xoyc’on', 'гурц1им', 'КЪЕРÉЦIНИ', 'г1урц1иня', 'г1урц1ен', 'хьойц1он'}	DIFFERENT
the mule	83	xoyc’on	{'xoyc’on'}	{"q'urc'em", 'къгурц1им', 'къерец1ни', 'х1орцин', 'г1урц1им', 'гIорцIен', 'гьурцIум', 'КЪВЕРÉЦIНИ', 'г1урц1ина', 'xoyc’on', 'гурц1им', 'КЪЕРÉЦIНИ', 'г1урц1иня', 'г1урц1ен', 'хьойц1он'}	DIFFERENT
the mule	83	к1ерец1и	{'КЪЕРÉЦIНИ', 'КЪВЕРÉЦIНИ', 'къерец1ни', 'к1ерец1и'}	{'к1ерец1и'}	DIFFERENT
the mule	83	ккъати	{'ккъати'}	{"q'atiri", 'кьатиб', 'ккъати', 'гьятил', 'КЪАТИР', 'къачил', 'гъятир', 'къатил', 'къятир', 'qatır', 'гъатир', 'къатир подтвердил', 'ghater', 'гъатиль', 'къачыр', 'къатир', 'кхатир', "q'atir", 'Муса: хъатир', 'q(g)atır', 'къатыр', '*къатир', 'кьатир'}	DIFFERENT
the mule	83	КЪВЕРÉЦIНИ	{'КЪЕРÉЦIНИ', 'КЪВЕРÉЦIНИ', 'къерец1ни', 'к1ерец1и'}	{"q'urc'em", 'къгурц1им', 'къерец1ни', 'х1орцин', 'г1урц1им', 'гIорцIен', 'гьурцIум', 'КЪВЕРÉЦIНИ', 'г1урц1ина', 'xoyc’on', 'гурц1им', 'КЪЕРÉЦIНИ', 'г1урц1иня', 'г1урц1ен', 'хьойц1он'}	DIFFERENT
the mushroom	84	gobelek	{'q(g)öbələk', 'qubelek', 'göbələk', 'gobelek', 'гюбелег', 'гюбелек', 'гюбелей', 'qubelаk', 'гёбелэк', 'köbələk', 'гуьбялег', 'гуьбелег'}	{'q(g)öbələk', 'qubelek', 'göbələk', 'gobelek', 'гюбелег', 'гюбелек', 'гюбелей', 'qubelаk', 'гёбелэк', 'köbələk', 'кябаляй', 'гуьбялег', 'гуьбелег'}	DIFFERENT
the mushroom	84	sok'o	{'зок1о', "sok'o", 'зекIу', 'zok’o', "sok'oebi"}	{'зок1о', "sok'o", 'инахI-зикIу', 'зекIу', 'zok’o', 'энехIзикIу', "sok'oebi"}	DIFFERENT
the mushroom	84	инахI-зикIу	{'инахI-зикIу'}	{'зок1о', "sok'o", 'инахI-зикIу', 'зекIу', 'zok’o', 'энехIзикIу', "sok'oebi"}	DIFFERENT
the mushroom	84	кябаляй	{'подтв', 'кябаляй'}	{'q(g)öbələk', 'qubelek', 'göbələk', 'gobelek', 'гюбелег', 'гюбелек', 'гюбелей', 'qubelаk', 'гёбелэк', 'köbələk', 'кябаляй', 'гуьбялег', 'гуьбелег'}	DIFFERENT
the mushroom	84	подтв	{'подтв', 'кябаляй'}		NOT IN LIST 2
the mushroom	84	шайт1а къапа	{'шайт1а къапа', 'шейт1акьап1а'}	{'шайт1а къапа', 'шейт1унна хъати', 'шейт1акьап1а'}	DIFFERENT
the mushroom	84	шейт1унна хъати	{'шейт1унна хъати'}	{'шайт1а къапа', 'шейт1унна хъати', 'шейт1акьап1а'}	DIFFERENT
the mushroom	84	энехIзикIу	{'энехIзикIу'}	{'зок1о', "sok'o", 'инахI-зикIу', 'зекIу', 'zok’o', 'энехIзикIу', "sok'oebi"}	DIFFERENT
the nail	85	meekh	{'мях', 'мых', 'мих', 'михъ', 'meekh'}	{'микъе', 'mıx -маленький', 'мых', 'mıx gorodskoe', 'мирх', 'мих', 'михъ', 'meekh'}	DIFFERENT
the nail	85	mes-mar	{'мисмар', 'масмар', 'mısmar', 'mismar', 'mes-mar', 'мусмар', 'мысмар', 'МИСМАР', 'mismaar'}	{'mes-mar'}	DIFFERENT
the nail	85	mismaar	{'мисмар', 'масмар', 'mısmar', 'mismar', 'mes-mar', 'мусмар', 'мысмар', 'МИСМАР', 'mismaar'}	{'nusmar', 'мисмар', 'масмар', 'nusmari', 'mısmar', 'mismar', 'мусмар', 'мысмар', 'МИСМАР', 'mismaar'}	DIFFERENT
the nail	85	mıx -маленький	{'mıx gorodskoe', 'mıx -маленький'}	{'микъе', 'mıx -маленький', 'мых', 'mıx gorodskoe', 'мирх', 'мих', 'михъ', 'meekh'}	DIFFERENT
the nail	85	muq’o	{'muq’o'}	{'мукъо', 'muq’o'}	DIFFERENT
the nail	85	nusmar	{'nusmar', 'nusmari'}	{'nusmar', 'мисмар', 'масмар', 'nusmari', 'mısmar', 'mismar', 'мусмар', 'мысмар', 'МИСМАР', 'mismaar'}	DIFFERENT
the nail	85	гкъум	{'гум', 'кьум', 'къум', 'гкъум'}	{'гкъум', 'машинкъум', 'машин гум', 'гум', 'къум', 'кьум'}	DIFFERENT
the nail	85	гьанк1ва	{'гьаНк1ва', 'гьанк1ва', 'гьанк1о'}	{'гьаНк1ва', 'гьанк1ва', 'гьанк1о', 'х1аНк1ва'}	DIFFERENT
the nail	85	къунакъ	{'къунакъ'}	{'магI', 'къунакъ', 'мях'}	DIFFERENT
the nail	85	магI	{'магI'}	{'магI', 'къунакъ', 'мях'}	DIFFERENT
the nail	85	машин гум	{'машинкъум', 'машин гум'}	{'гкъум', 'машинкъум', 'машин гум', 'гум', 'къум', 'кьум'}	DIFFERENT
the nail	85	микъе	{'микъе'}	{'микъе', 'mıx -маленький', 'мых', 'mıx gorodskoe', 'мирх', 'мих', 'михъ', 'meekh'}	DIFFERENT
the nail	85	мирх	{'мирх'}	{'микъе', 'mıx -маленький', 'мых', 'mıx gorodskoe', 'мирх', 'мих', 'михъ', 'meekh'}	DIFFERENT
the nail	85	мукъо	{'мукъо'}	{'мукъо', 'muq’o'}	DIFFERENT
the nail	85	мях	{'мях', 'мых', 'мих', 'михъ', 'meekh'}	{'магI', 'къунакъ', 'мях'}	DIFFERENT
the nail	85	х1аНк1ва	{'х1аНк1ва'}	{'гьаНк1ва', 'гьанк1ва', 'гьанк1о', 'х1аНк1ва'}	DIFFERENT
the needle(1)	86	бежун	{'первое', 'бежун'}	{'бежун'}	DIFFERENT
the needle(1)	86	первое	{'первое', 'бежун'}		NOT IN LIST 2
the needle(1)	86	раб	{'раб'}	{'ряб', 'риб', 'руб', 'рув', 'руб/рув', 'ру1', 'раб'}	DIFFERENT
the needle(1)	86	риб	{'риб'}	{'ряб', 'риб', 'руб', 'рув', 'руб/рув', 'ру1', 'раб'}	DIFFERENT
the needle(1)	86	ру1	{'ряб', 'руб', 'рув', 'руб/рув', 'ру1'}	{'ряб', 'риб', 'руб', 'рув', 'руб/рув', 'ру1', 'раб'}	DIFFERENT
the nest	88	ака	{'ака', 'аква', 'акъу'}	{'ака', 'акъвал', 'акъу', 'аква', 'эку'}	DIFFERENT
the nest	88	акъвал	{'акъвал'}	{'ака', 'акъвал', 'акъу', 'аква', 'эку'}	DIFFERENT
the nest	88	бешен	{'бешун', 'бешен'}	{'щикибалъи бешен', 'бешун', 'бешен', 'хIанчIибусен', 'ц1ц1умол1и бешен', 'щикибол1и бешен'}	DIFFERENT
the nest	88	дом	{'дом'}	{'мужи', 'муг', 'МУГ', 'мукъ', 'МУЖИ', 'мег', 'мегь', 'мукъу', 'мукь', 'мукьу', 'мегъ', 'дом'}	DIFFERENT
the nest	88	мег	{'мег', 'мегъ', 'мегь'}	{'мужи', 'муг', 'МУГ', 'мукъ', 'МУЖИ', 'мег', 'мегь', 'мукъу', 'мукь', 'мукьу', 'мегъ', 'дом'}	DIFFERENT
the nest	88	миса	{'миса', 'мисиа', 'подтвержил'}	{'миса', 'мисиа'}	DIFFERENT
the nest	88	муг	{'муг', 'МУГ', 'мукъ', 'мукь', 'мукьу', 'мукъу'}	{'мужи', 'муг', 'МУГ', 'мукъ', 'МУЖИ', 'мег', 'мегь', 'мукъу', 'мукь', 'мукьу', 'мегъ', 'дом'}	DIFFERENT
the nest	88	мужи	{'мужи', 'МУЖИ'}	{'мужи', 'муг', 'МУГ', 'мукъ', 'МУЖИ', 'мег', 'мегь', 'мукъу', 'мукь', 'мукьу', 'мегъ', 'дом'}	DIFFERENT
the nest	88	подтвержил	{'миса', 'мисиа', 'подтвержил'}		NOT IN LIST 2
the nest	88	уя	{'уя', 'уя?'}	{'уя'}	DIFFERENT
the nest	88	уя?	{'уя', 'уя?'}		NOT IN LIST 2
the nest	88	хIанчIибусен	{'хва', 'хIанчIибусен'}	{'щикибалъи бешен', 'бешун', 'бешен', 'хIанчIибусен', 'ц1ц1умол1и бешен', 'щикибол1и бешен'}	DIFFERENT
the nest	88	хва	{'хва', 'хIанчIибусен'}	{'хва'}	DIFFERENT
the nest	88	ц1ц1умол1и бешен	{'ц1ц1умол1и бешен'}	{'щикибалъи бешен', 'бешун', 'бешен', 'хIанчIибусен', 'ц1ц1умол1и бешен', 'щикибол1и бешен'}	DIFFERENT
the nest	88	щекибул1и гьакъу	{'щекибул1и гьакъу', 'щикибол1и бешен', 'щикибалъи бешен'}	{'щекибул1и гьакъу'}	DIFFERENT
the nest	88	щикибалъи бешен	{'щекибул1и гьакъу', 'щикибол1и бешен', 'щикибалъи бешен'}	{'щикибалъи бешен', 'бешун', 'бешен', 'хIанчIибусен', 'ц1ц1умол1и бешен', 'щикибол1и бешен'}	DIFFERENT
the nest	88	эку	{'эку'}	{'ака', 'акъвал', 'акъу', 'аква', 'эку'}	DIFFERENT
the nettle	89	gicitkən	{'gicitkən'}	{'иджикан', 'гиджикъан', 'гичиткан', 'гиджихъаьн', 'гиджиткан', 'къычыткъан', 'иджихъан', 'gicitkən', 'гиджикьан'}	DIFFERENT
the nettle	89	гиджикъан	{'иджикан', 'гиджикъан', 'гичиткан', 'гиджихъаьн', 'гиджиткан', 'къычыткъан', 'иджихъан', 'гиджикьан'}	{'иджикан', 'гиджикъан', 'гичиткан', 'гиджихъаьн', 'гиджиткан', 'къычыткъан', 'иджихъан', 'gicitkən', 'гиджикьан'}	DIFFERENT
the nettle	89	кьацIикIа медж	{'кьацIикIа медж'}	{'медж/магIдж', 'кьацIикIа медж', 'мадж', 'маджар'}	DIFFERENT
the nettle	89	маг1а	{'маг1а', 'магъва', 'магъвал', 'магъо'}	{'маг1а', 'магъва', 'макъвал', 'магъвал', 'магъо'}	DIFFERENT
the nettle	89	мадж	{'медж/магIдж', 'маджар', 'мадж'}	{'медж/магIдж', 'кьацIикIа медж', 'мадж', 'маджар'}	DIFFERENT
the nettle	89	макъвал	{'макъвал'}	{'маг1а', 'магъва', 'макъвал', 'магъвал', 'магъо'}	DIFFERENT
the oats	90	k'eri	{'беч1ин', "k'eri", 'бурч1ина', 'берч1ин'}	{'ker', "k'eri"}	DIFFERENT
the oats	90	ker	{'ker', 'быть'}	{'ker', "k'eri"}	DIFFERENT
the oats	90	niħu	{'solt', 'niħu'}	{'неха', 'нях', 'niħu', 'нех', 'ныха', 'ниха'}	DIFFERENT
the oats	90	shoufan	{'ГЕРГЕР', 'гергер', 'гъаргъар', 'гаргар или мух', 'shoufan', 'гъаргъал', 'гергер подтвердил', 'гаргар'}	{'shoufan'}	DIFFERENT
the oats	90	solt	{'solt', 'niħu'}	{'solt'}	DIFFERENT
the oats	90	švria	{'гъыл', 'švria podtv', 'švria'}	{'švria podtv', 'švria'}	DIFFERENT
the oats	90	vələmir	{'vələmir', 'гьучахьар'}	{'vələmir'}	DIFFERENT
the oats	90	yulaf	{'yulaf', 'юлаф', 'джяхин', 'yulaf podtv', 'джярх'}	{'юлаф', 'yulaf', 'yulaf podtv'}	DIFFERENT
the oats	90	берч1ин	{'беч1ин', "k'eri", 'бурч1ина', 'берч1ин'}	{'беч1ин', 'бурч1ина', 'берч1ин'}	DIFFERENT
the oats	90	быть	{'ker', 'быть'}		NOT IN LIST 2
the oats	90	гаргар	{'ГЕРГЕР', 'гергер', 'гъаргъар', 'гаргар или мух', 'shoufan', 'гъаргъал', 'гергер подтвердил', 'гаргар'}	{'ГЕРГЕР', 'гергер', 'гъаргъар', 'гъаргъал', 'гергер подтвердил', 'гаргар'}	DIFFERENT
